t,z0,z1,z2,z3
5.75,-0.013292161567419428,0.013292161567419436,-0.014519604565422723,0.014519604565422771
5.76,-0.03160288340553457,0.03160288340553475,-0.03283032646105197,0.03283032646105201
5.77,-0.041717850786776804,0.041717850786776804,-0.04294529382096475,0.04294529382096481
5.78,-0.041465936012839134,0.04146593601283923,-0.0426933789496033,0.04269337894960332
5.79,-0.030881367231566724,0.030881367231566807,-0.03210881031767099,0.032108810317671065
5.8,-0.012196524243517292,0.012196524243517547,-0.013423967209482473,0.013423967209482534
5.8100000000000005,0.010633030122155723,-0.01063303012215575,0.00940558711234004,-0.00940558711233998
5.82,0.03276999474646876,-0.03276999474646853,0.03154255166114631,-0.031542551661146195
5.83,0.04952441495182494,-0.049524414951824795,0.04829697204593484,-0.04829697204593468
5.84,0.05735137780315998,-0.057351377803159895,0.05612393471105556,-0.05612393471105553
5.85,0.05460517324087756,-0.054605173240877415,0.05337773027850448,-0.053377730278504495
5.86,0.04188933779986792,-0.041889337799868025,0.040661894780224105,-0.04066189478022402
5.87,0.02192833082657339,-0.021928330826573143,0.020700887790499035,-0.020700887790499153
